,hid,hh_adults,hh_adolescents,hh_child,hh_youngchild,hhcount,hh_hhhjobstatus,hh_hhhjob,hh_hhhage,hh_hhheducation,hh_hhhsleep,hh_numberincome,hh_income,hh_hhnumber,hh_primary,hh_foodmonth,hh_food2weeks,hh_povertystep,hh_rooms,hh_floor,hh_toiletaway,hh_bathwater,hh_lights,hh_food1,hh_food2,hh_food3,hh_food4,hh_food6,hh_food7,hh_food8,hh_food9,hh_food10,hh_marketveg,hh_marketfruit,hh_manureanimal,hh_eating1,hh_hsbill,hh_hsbdiarrh,hh_hsbfever,hh_hsbcough,hh_hsbseverill,hh_andrugadvice,hh_anvac,hh_anabx,new_hhid,geometry
1556,HH433NK,3,3,0,0,6,Paid employee ,Unskilled manual ,60.435318275154,PSLC ,Bed and Matress ,1,30000,Two ,2,Sometimes,Never,3,4,Sand/soil,Borrow a toilet close by ,Piped outside dwelling ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1556,POINT (3871390.711639095 -1810587.299616026)
1557,HH4649K,2,2,1,0,5,Unemployed ,,40.7419575633128,JCE  ,Cloth / Sack on floor  ,1,10000,Four ,1,Sometimes,Sometimes,2,6,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,1557,POINT (3868900.042091524 -1795106.845393708)
1558,HH415RK,1,0,0,1,2,Self employed ,Sales and service ,29.697467488021903,JCE  ,Bed and Matress ,1,40000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Piped outside dwelling ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Never ,Never ,Less than once a week ,,,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,1558,POINT (3868934.042091524 -1795102.845393708)
1559,HH4489K,3,1,0,0,4,Unemployed ,,45.385352498288846,PSLC ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,2,3,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Less than once a week ,Never ,Never ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Dyeratu,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1559,POINT (3872282.855246779 -1806605.49056191)
1560,HH418LK,2,2,1,0,5,Unemployed ,,35.70704996577687,JCE  ,Other ,0,20000,Four ,2,Never,Sometimes,2,5,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,About once a week ,Never ,Several times a week ,,Dyeratu,Sweep it into the bush ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1560,POINT (3871699.26652146 -1803133.982639068)
1561,HH416PK,2,1,1,0,4,Paid employee ,Unskilled manual ,35.011635865845314,JCE  ,Other ,1,20000,More than 5,1,Sometimes,Sometimes,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,About once a week ,Never ,Less than once a week ,Several times a week ,Never ,Less than once a week ,About once a week ,About once a week ,Dyeratu,Dyeratu,Put it in the refuse pit ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Farmers or other households ,Prevent animals from becoming sick ,Unsure,1561,POINT (3866022.717420604 -1808986.888799008)
1562,HH471BK,2,2,1,0,5,Paid domestic worker ,Domestic service ,35.44421629021218,PSLC ,Mattress (GRASS) on floor  ,1,50000,More than 5,2,Never,Sometimes,2,3,Cement,Other (specify),Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Boma market,Pantondo local market in our village,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1562,POINT (3871576.421833089 -1803138.507058031)
1563,HH430TK,2,1,0,0,3,Unemployed ,,58.76522929500342,None ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,DYERATU,DYERATU,Sweep it into the bush ,Self-feeding with spoon ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Unsure,1563,POINT (3868927.042091524 -1795137.845393708)
1564,HH439BK,3,1,0,0,4,Unemployed ,,41.960301163586585,None ,Mattress on floor  ,0,46000,More than 5,2,Sometimes,Sometimes,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,About once a week ,About once a week ,Several times a week ,Never ,About once a week ,Never ,About once a week ,Dyeratu,Dyeratu,Other (specify),Hand feeding (mother) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Health centre (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,1564,POINT (3872696.474570981 -1806515.673848846)
1565,HH461FK,3,4,1,0,8,Unemployed ,,68.7419575633128,PSLC ,Cloth / Sack on floor  ,0,4000,Three ,3,Sometimes,Sometimes,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Less than once a week ,Less than once a week ,About once a week ,Several times a week ,Never ,About once a week ,Never ,Several times a week ,Chikwawa,Chikwawa,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1565,POINT (3866853.470225975 -1811012.584828173)
1566,HH436HK,3,0,0,0,3,Paid employee ,Unskilled manual ,60.53661875427789,None ,Cloth / Sack on floor  ,1,30,Four ,1,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Never ,Less than once a week ,About once a week ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,1566,POINT (3872199.635356188 -1807126.598009345)
1567,HH4913K,2,1,0,0,3,Unemployed ,,44.48733744010951,PSLC ,Mattress (GRASS) on floor  ,1,24000,More than 5,1,Sometimes,Sometimes,3,3,Sand/soil,Other (specify),Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,,Local market in our area,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1567,POINT (3869656.299638254 -1811564.840632287)
1568,HH4497K,2,1,0,0,3,Unemployed ,,43.56741957563313,PSLC ,Cloth / Sack on floor  ,0,10000,Three ,1,Sometimes,Never,2,4,Cement,Urinate/defaecate in the open ,Tube well / borehole ,"Yes, gas powered lights ",Less than once a week ,Less than once a week ,Never ,Never ,Less than once a week ,Never ,Less than once a week ,Never ,Never ,Dyeratu,Dyeratu,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,1568,POINT (3868901.042091524 -1795141.845393708)
1569,HH4657K,2,1,0,0,3,Unemployed ,,41.41820670773443,PSLC ,Cloth / Sack on floor  ,0,20000,Four ,1,Sometimes,Never,3,5,Sand/soil,Urinate/defaecate in the open ,Public tap / Standpipe ,"Yes, gas powered lights ",Never ,Never ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,About once a week ,About once a week ,Several times a week ,BOMA MARKET,BOMA MARKET,Use it as manure ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Cure sick animals and prevent them from becoming sick ,Cure sick animals ,1569,POINT (3872024.829628817 -1807329.379449539)
1570,HH453FK,2,0,0,0,2,Self employed ,Other,22.548939082819988,PSLC ,Cloth / Sack on floor  ,1,15000,Four ,0,Sometimes,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",About once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Never ,Less than once a week ,DYERATU,DYERATU,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,1570,POINT (3871807.131718866 -1803941.231653284)
1571,HH424PK,1,3,0,0,4,Unemployed ,,30.570841889117045,PSLC ,Mattress (GRASS) on floor  ,1,3000,Three ,2,Often,Often,2,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,About once a week ,Chikwawa boma,Chikwawa boma,Nothing ,Self-feeding with hands ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1571,POINT (3869583.710046903 -1802241.311825617)
1572,HH433NK,3,3,0,0,6,Paid employee ,Unskilled manual ,60.435318275154,PSLC ,Bed and Matress ,1,30000,Two ,2,Sometimes,Never,3,4,Sand/soil,Borrow a toilet close by ,Piped outside dwelling ,"Yes, gas powered lights ",Less than once a week ,Never ,Less than once a week ,Less than once a week ,Several times a week ,Never ,About once a week ,Never ,Less than once a week ,Chikwawa,Chikwawa,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1572,POINT (3868748.160082475 -1798058.809636515)
1573,HH430TK,2,1,0,0,3,Unemployed ,,58.76522929500342,None ,Cloth / Sack on floor  ,0,5000,Four ,1,Sometimes,Sometimes,1,3,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Never ,DYERATU,DYERATU,Sweep it into the bush ,Self-feeding with spoon ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Unsure,1573,POINT (3867012.547345518 -1811281.339917522)
1574,HH469XK,2,2,0,0,4,Unemployed ,,60.4435318275154,PSLC ,Cloth / Sack on floor  ,1,15000,One (respondents) ,2,Sometimes,Often,1,3,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Less than once a week ,Less than once a week ,About once a week ,,Dyeratu,Nothing ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Referral Hospital (QECH) ,The vets ,Prevent animals from becoming sick ,Cure sick animals ,1574,POINT (3871105.380989288 -1800319.051320676)
1575,HH4100K,3,2,1,0,6,Unemployed ,,55.90691307323751,JCE  ,Cloth / Sack on floor  ,0,5000,Four ,2,Never,Never,3,5,Cement,Borrow a toilet close by ,Tube well / borehole ,"Yes, gas powered lights ",Never ,Never ,Less than once a week ,Never ,Several times a week ,Never ,About once a week ,Never ,Never ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,The vets ,Prevent animals from becoming sick ,Unsure,1575,POINT (3872331.286252501 -1806672.61668911)
1576,HH460HK,2,0,1,1,4,Unemployed ,,45.51129363449692,None ,Bed and Matress ,0,30000,Three ,0,Sometimes,Sometimes,3,3,Cement,Borrow a toilet close by ,Public tap / Standpipe ,"Yes, gas powered lights ",Less than once a week ,About once a week ,Less than once a week ,Several times a week ,Less than once a week ,Several times a week ,About once a week ,Never ,Less than once a week ,BOMA MARKET,BOMA  MARKET,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Unsure,1576,POINT (3871719.308441218 -1810330.814065187)
1577,HH436HK,3,0,0,0,3,Paid employee ,Unskilled manual ,60.53661875427789,None ,Cloth / Sack on floor  ,1,30,Four ,1,Sometimes,Never,1,4,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,"Yes, solar powered lights ",Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Several times a week ,Never ,Less than once a week ,About once a week ,,,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Prevent animals from becoming sick ,Cure sick animals ,1577,POINT (3872225.888784621 -1806917.519683728)
1578,HH432PK,3,0,0,0,3,Unemployed ,,65.99863107460644,None ,Bed and Matress ,2,20000,Three ,1,Sometimes,Sometimes,2,4,Cement,Borrow a toilet close by ,Piped outside dwelling ,"Yes, electric lights ",Less than once a week ,Never ,Less than once a week ,About once a week ,Several times a week ,Never ,Several times a week ,Never ,Less than once a week ,CHIKWAWA  BOMA,CHIKWAWA BOMA,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1578,POINT (3871102.380989288 -1800426.051320676)
1579,HH485XK,2,1,1,0,4,Self employed ,Unskilled manual ,23.446954140999317,None ,Mattress (GRASS) on floor  ,2,20000,One (respondents) ,1,Never,Never,2,4,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,About once a week ,Never ,About once a week ,Less than once a week ,About once a week ,Mnthumba,Mnthumba,Sweep it into the bush ,Hand feeding (other caregiver) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,1579,POINT (3872230.888784621 -1806904.519683728)
1580,HH478YK,2,2,0,0,4,Unemployed ,,32.11772758384668,PSLC ,Mattress (GRASS) on floor  ,1,3000,More than 5,2,Often,Sometimes,4,3,Sand/soil,Wait till I get home ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Mobile market,people's gardens,Use it as manure ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1580,POINT (3866988.854686488 -1811742.401211856)
1581,HH4737K,2,2,1,0,5,Paid domestic worker ,Skilled manual ,32.4435318275154,PSLC ,Mattress (GRASS) on floor  ,1,20000,One (respondents) ,1,Never,Sometimes,1,2,Sand/soil,Borrow a toilet close by ,Tube well / borehole ,No,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,About once a week ,Less than once a week ,About once a week ,Dyeratu,Dyeratu,Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Health centre (private) ,Health centre (gov) ,Other hospital (gov) ,Other hospital (gov) ,My own judgement? ,Cure sick animals ,Cure sick animals ,1581,POINT (3872265.148931946 -1807277.636027912)
1582,HH470DK,2,0,0,1,3,Self employed ,Skilled manual ,24.629705681040384,PSLC ,Mattress (GRASS) on floor  ,0,6000,More than 5,0,Sometimes,Sometimes,2,2,Sand/soil,Urinate/defaecate in the open ,Tube well / borehole ,No,Never ,About once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Less than once a week ,,Local market in our area (pantondo),Nothing ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other (specify),Other hospital (gov) ,Other hospital (gov) ,Others (specify),Unsure,Unsure,1582,POINT (3871596.421833089 -1803307.507058031)
1583,HH501VK,1,1,1,0,3,Self employed ,Unskilled manual ,26.581793292265573,PSLC ,Mattress (GRASS) on floor  ,1,20000,One (respondents) ,1,Sometimes,Sometimes,1,3,Sand/soil,Use public toilet ,Tube well / borehole ,No,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Never ,Less than once a week ,Less than once a week ,Less than once a week ,Dyeratu,Dyeratu,Sweep it into the bush ,Hand feeding (mother) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Other hospital (gov) ,Others (specify),Cure sick animals ,Cure sick animals ,1583,POINT (3868631.160082475 -1798112.809636515)
